portfolio,fund_name,scheme_code,folio,platform,txn_type,txn_date,units,nav,notes
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,24-02-22,1.5,66.66,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,24-02-22,2.816,355.0329,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,24-02-22,40.958,24.4142,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,24-02-22,32.796,60.9817,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,24-02-22,8.446,118.3909,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,25-02-22,2.064,48.44,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,25-02-22,1.384,72.28,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,25-02-22,1.551,64.49,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,25-02-22,1.466,68.2,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,28-02-22,2.046,48.87,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,28-02-22,1.372,72.9,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,28-02-22,1.539,64.99,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,28-02-22,1.458,68.59,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,02-03-22,4.154,48.14,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,02-03-22,2.77,72.2,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,02-03-22,3.084,64.85,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,02-03-22,2.952,67.77,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,03-03-22,2.094,47.76,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,03-03-22,1.393,71.81,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,03-03-22,1.537,65.06,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,03-03-22,1.487,67.26,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,03-03-22,2.796,357.6587,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,03-03-22,41.147,24.3016,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,03-03-22,32.372,61.7803,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,04-03-22,26.594,37.6,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,04-03-22,2.129,46.96,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,04-03-22,1.414,70.71,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,04-03-22,1.553,64.41,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,04-03-22,1.51,66.22,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,04-03-22,2.844,351.5659,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,04-03-22,41.833,23.9034,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,07-03-22,27.831,35.93,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,07-03-22,24.022,45.79,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,07-03-22,15.882,69.26,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,07-03-22,17.452,63.03,
,Franklin Build India Fund - Direct - Growth,,,,BUY,07-03-22,15.623,64.0046,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,07-03-22,16.953,64.88,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,07-03-22,2.967,336.9683,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,07-03-22,70.531,14.1775,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,07-03-22,43.76,22.851,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,07-03-22,16.821,59.4466,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,07-03-22,24.909,40.1436,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,07-03-22,8.982,111.3259,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,07-03-22,9.362,106.8099,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,08-03-22,27.501,36.36,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,08-03-22,2.156,46.39,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,08-03-22,1.427,70.07,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,08-03-22,1.576,63.44,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,08-03-22,1.527,65.47,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,08-03-22,2.925,341.828,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,08-03-22,43.209,23.1422,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,08-03-22,8.9,112.3562,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,09-03-22,2.116,47.25,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,09-03-22,1.406,71.14,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,09-03-22,1.555,64.32,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,09-03-22,1.503,66.54,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,10-03-22,2.09,47.85,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,10-03-22,1.391,71.87,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,10-03-22,1.539,64.96,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,10-03-22,1.483,67.41,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,10-03-22,16.134,61.9768,
,Axis Small Cap Fund - Direct Plan - Growth,,,,SELL,10-03-22,138.053,64.96,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,11-03-22,2.087,47.92,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,11-03-22,1.381,72.39,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,11-03-22,1.53,65.37,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,11-03-22,1.478,67.66,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,14-03-22,2.061,48.51,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,14-03-22,1.374,72.76,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,14-03-22,138.903,65.51,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,14-03-22,1.458,68.59,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,15-03-22,2.074,48.22,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,15-03-22,1.384,72.23,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,15-03-22,1.537,65.08,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,15-03-22,1.473,67.91,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,16-03-22,2.043,48.95,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,16-03-22,1.363,73.36,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,16-03-22,1.519,65.82,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,16-03-22,1.449,69.02,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,17-03-22,2.014,49.66,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,17-03-22,1.344,74.38,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,17-03-22,1.501,66.61,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,17-03-22,1.427,70.09,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,17-03-22,15.504,64.4947,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,21-03-22,4.072,49.11,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,21-03-22,2.704,73.95,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,21-03-22,3.006,66.52,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,21-03-22,2.88,69.46,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,22-03-22,2.018,49.56,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,22-03-22,1.35,74.05,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,22-03-22,1.502,66.59,
,Franklin Build India Fund - Direct - Growth,,,,BUY,22-03-22,109.341,68.5893,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,22-03-22,1.427,70.09,
,Franklin Build India Fund - Direct - Growth,,,,SELL,22-03-22,107.188,68.5893,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,23-03-22,2.023,49.43,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,23-03-22,1.346,74.32,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,23-03-22,1.499,66.69,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,23-03-22,1.432,69.81,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,24-03-22,2.033,49.2,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,24-03-22,1.344,74.39,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,24-03-22,1.493,66.96,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,24-03-22,1.435,69.71,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,24-03-22,15.605,64.079,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,25-03-22,2.042,48.97,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,25-03-22,1.348,74.17,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,25-03-22,1.494,66.93,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,25-03-22,1.441,69.4,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,28-03-22,2.035,49.13,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,28-03-22,1.348,74.2,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,28-03-22,1.493,66.96,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,28-03-22,1.436,69.65,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,29-03-22,2.022,49.45,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,29-03-22,1.338,74.74,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,29-03-22,1.48,67.58,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,29-03-22,1.426,70.15,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,30-03-22,1.999,50.02,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,30-03-22,1.324,75.53,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,30-03-22,1.465,68.25,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,30-03-22,1.415,70.67,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,31-03-22,2.003,49.93,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,31-03-22,1.324,75.53,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,31-03-22,1.465,68.27,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,31-03-22,1.416,70.64,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,31-03-22,15.359,65.1065,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,04-04-22,1.95,51.27,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,04-04-22,2.624,76.21,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,04-04-22,2.886,69.3,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,04-04-22,2.748,72.79,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,05-04-22,3.924,50.96,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,05-04-22,1.299,76.98,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,05-04-22,1.437,69.61,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,05-04-22,1.38,72.47,
,Axis Midcap Fund - Direct Plan - Growth,,,,SELL,02-05-22,168.309,73.62,
,Axis Small Cap Fund - Direct Plan - Growth,,,,SELL,02-05-22,71.567,67.31,
,Franklin Build India Fund - Direct - Growth,,,,SELL,02-05-22,291.508,70.1268,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,SELL,02-05-22,143.714,69.06,
,Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option,,,,SELL,02-05-22,542.291,71.3009,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,SELL,02-05-22,2254.326,15.6578,
,SBI Equity Minimum Variance Fund - Direct Plan - Growth,,,,SELL,02-05-22,5130.319,15.6968,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,SELL,02-05-22,1172.471,64.1879,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,10-06-22,22.375,44.69,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,10-06-22,14.628,68.36,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,10-06-22,15.835,63.15,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,10-06-22,2.819,354.7217,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,10-06-22,28.67,34.8779,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,13-06-22,22.982,43.51,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,13-06-22,14.967,66.81,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,13-06-22,16.165,61.86,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,13-06-22,2.913,343.2408,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,13-06-22,29.664,33.7088,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,22-06-22,28.223,35.43,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,22-06-22,23.222,43.06,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,22-06-22,15.775,63.39,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,22-06-22,75.427,13.2572,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,22-06-22,9.587,104.2998,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,14-03-23,121.383,41.19,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,14-03-23,12.397,403.2881,
,Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option,,,,BUY,14-03-23,69.651,71.7833,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,14-03-23,190.436,26.2542,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,14-03-23,142.173,35.1666,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,14-03-23,38.148,131.0612,
,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option,,,,SELL,05-04-23,55.355,148.5681,
,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth Option,,,,SELL,17-04-23,782.243,42.62,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,26-04-23,104.817,47.7,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,26-04-23,66.904,74.73,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,26-04-23,325.221,33.8215,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,29-05-23,21.212,47.14,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,29-05-23,20.063,49.84,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,29-05-23,12.408,80.59,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,29-05-23,13.044,76.66,
,Franklin Build India Fund - Direct - Growth,,,,BUY,29-05-23,11.786,84.8434,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,29-05-23,12.866,77.72,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,29-05-23,2.181,458.4756,
,Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option,,,,BUY,29-05-23,12.253,81.6066,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,29-05-23,64.337,15.5423,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,29-05-23,33.802,29.5827,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,29-05-23,13.653,73.2393,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,29-05-23,54.322,36.8156,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,BUY,29-05-23,52.691,18.9775,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,29-05-23,6.824,146.5376,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,29-05-23,7.894,126.6676,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,31-05-23,261.136,49.78,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,31-05-23,81.307,81.17,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,31-05-23,154.671,77.58,
,Axis Large Cap Fund - Direct Plan - Growth,,,,SELL,31-05-23,258.8321896,49.78,
,Axis Midcap Fund - Direct Plan - Growth,,,,SELL,31-05-23,80.924,81.17,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,SELL,31-05-23,153.079,77.58,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,02-06-23,1182.341,29.6008,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,02-06-23,322.296,37.231,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,02-06-23,253.02,146.2263,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,SELL,02-06-23,1110.414,29.6008,
,Tata Digital India Fund-Direct Plan-Growth,,,,SELL,02-06-23,316.124,37.231,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,SELL,02-06-23,249.268,146.2263,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,05-06-23,360.826,78.15,
,Franklin Build India Fund - Direct - Growth,,,,BUY,05-06-23,215.539,86.7548,
,Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option,,,,BUY,05-06-23,171.507,82.2081,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,05-06-23,314.798,73.6944,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,BUY,05-06-23,1190.632,19.4005,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,05-06-23,63.873,126.8074,
,Axis Small Cap Fund - Direct Plan - Growth,,,,SELL,05-06-23,361.168,78.15,
,Franklin Build India Fund - Direct - Growth,,,,SELL,05-06-23,216.684,86.7548,
,Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option,,,,SELL,05-06-23,171.71,82.2081,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,SELL,05-06-23,314.768,73.6944,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,SELL,05-06-23,1190.191,19.4005,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,SELL,05-06-23,63.86,126.8074,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,08-06-23,20.898,47.85,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,08-06-23,19.975,50.06,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,08-06-23,12.209,81.9,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,08-06-23,12.65,79.05,
,Franklin Build India Fund - Direct - Growth,,,,BUY,08-06-23,11.364,87.9915,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,08-06-23,12.72,78.61,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,08-06-23,2.155,463.996,
,Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option,,,,BUY,08-06-23,12.108,82.5892,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,08-06-23,63.029,15.8649,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,08-06-23,33.729,29.6468,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,08-06-23,13.484,74.1569,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,08-06-23,54.657,36.5899,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,BUY,08-06-23,51.458,19.4323,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,08-06-23,6.802,147.0174,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,08-06-23,7.869,127.0808,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,13-06-23,296.092,37.1487,
,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option,,,,SELL,13-06-23,45.744,162.9762,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,14-06-23,312.055,80.11,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,14-06-23,53.789,464.7555,
,Axis Small Cap Fund - Direct Plan - Growth,,,,SELL,14-06-23,273.79,80.11,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,SELL,14-06-23,50.295,464.7555,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,27-06-23,543.674,48.74,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,27-06-23,19.711,50.73,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,27-06-23,66.251,30.1868,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,27-06-23,151.392,33.0251,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,27-06-23,320.748,37.4107,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,BUY,27-06-23,49.261,20.2991,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,SELL,27-06-23,544.188,48.74,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,03-07-23,315.017,38.0913,
,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,,,,SELL,03-07-23,147.382,79.1417,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,07-07-23,60.266,84.62,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,07-07-23,244.726,81.72,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,07-07-23,586.436,76.7309,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,07-07-23,78.743,38.0965,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,07-07-23,37.905,131.9036,
,Axis Midcap Fund - Direct Plan - Growth,,,,SELL,07-07-23,59.477,84.62,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,SELL,07-07-23,234.432,81.72,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,SELL,07-07-23,565.141,16.3546,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,SELL,07-07-23,567.324,76.7309,
,Tata Digital India Fund-Direct Plan-Growth,,,,SELL,07-07-23,61.557,38.0965,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,SELL,07-07-23,36.18,131.9036,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,17-07-23,40.931,24.43,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,17-07-23,81.099,12.33,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,17-07-23,4.223,236.807,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,17-07-23,2.976,336.05,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,17-07-23,4.65,215.061,
,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Direct Plan- Growth,,,,BUY,17-07-23,352.318,14.191,
,Templeton India Value Fund - Direct - Growth,,,,BUY,17-07-23,9.081,550.5525,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,24-07-23,19.424,51.48,
,Axis Large & Mid Cap Fund - Direct Plan - Growth,,,,BUY,24-07-23,82.402,24.27,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,24-07-23,18.921,52.85,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,24-07-23,11.653,85.81,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,24-07-23,12.066,82.87,
,Axis Value Fund - Direct Plan - Growth,,,,BUY,24-07-23,80.641,12.4,
,Franklin Build India Fund - Direct - Growth,,,,BUY,24-07-23,10.423,95.9372,
,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,,,,BUY,24-07-23,4.192,238.526,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,24-07-23,11.984,83.44,
,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,,,,BUY,24-07-23,2.946,339.4,
,Kotak-Small Cap Fund - Growth - Direct,,,,BUY,24-07-23,4.631,215.909,
,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Direct Plan- Growth,,,,BUY,24-07-23,144.303,13.859,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,24-07-23,2.03,492.6113,
,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,,,,BUY,24-07-23,60.978,16.3986,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,24-07-23,31.495,31.7499,
,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,,,,BUY,24-07-23,29.135,34.3214,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,24-07-23,12.822,77.9866,
